TIME.SecOfWeek   blh0.B        blh0.L        blh0.H      X       Y        Z       Dop       sigma0     mpos  
496169.000000  30.5099916409  114.3560420962  32.4986976190  -2268148.0703468719  5010318.7954831626  3219225.4080370590    2.6220    1.2204    3.1999  
496170.000000  30.5099916152  114.3560420772  32.4963313136  -2268148.0684394673  5010318.7956958655  3219225.4043821828    2.6220    1.2208    3.2010  
496171.000000  30.5099915905  114.3560420276  32.4900821466  -2268148.0624540132  5010318.7940212106  3219225.3988509681    2.6220    1.2194    3.1971  
496172.000000  30.5099915888  114.3560419762  32.4792123325  -2268148.0541381026  5010318.7876152862  3219225.3931637057    2.6219    1.2191    3.1963  
496173.000000  30.5099915663  114.3560419726  32.4771717666  -2268148.0536195920  5010318.7873062575  3219225.3899850054    2.6219    1.2202    3.1992  
496174.000000  30.5099915077  114.3560419856  32.4865772799  -2268148.0594568294  5010318.7971789232  3219225.3891632790    2.6219    1.2219    3.2036  
496175.000000  30.5099915257  114.3560419502  32.4736885084  -2268148.0513668349  5010318.7875431031  3219225.3843344213    2.6219    1.2221    3.2042  
496176.000000  30.5099915052  114.3560419456  32.4713146891  -2268148.0505959284  5010318.7869099742  3219225.3811769900    2.6219    1.2241    3.2093  
496177.000000  30.5099915144  114.3560419018  32.4815749871  -2268148.0501958444  5010318.7962305667  3219225.3872575955    2.6219    1.2274    3.2180  
496178.000000  30.5099914582  114.3560418895  32.4909702223  -2268148.0537630050  5010318.8069701390  3219225.3866641335    2.6218    1.2289    3.2220  
496179.000000  30.5099914975  114.3560418018  32.4786654916  -2268148.0408134391  5010318.7987696175  3219225.3841677145    2.6218    1.2277    3.2189  
496180.000000  30.5099914504  114.3560417862  32.4832578609  -2268148.0421766844  5010318.8054067297  3219225.3819986163    2.6218    1.2279    3.2192  
496181.000000  30.5099914274  114.3560417510  32.4901982239  -2268148.0420920281  5010318.8134284867  3219225.3833270990    2.6218    1.2312    3.2280  
496182.000000  30.5099914298  114.3560416804  32.4899689136  -2268148.0357859149  5010318.8159163073  3219225.3834426752    2.6218    1.2336    3.2343  
496183.000000  30.5099913994  114.3560416194  32.4837556761  -2268148.0289516496  5010318.8150151931  3219225.3773804130    2.6217    1.2334    3.2335  
496184.000000  30.5099913653  114.3560415697  32.4934027242  -2268148.0288164639  5010318.8263040744  3219225.3790248162    2.6217    1.2324    3.2311  
496185.000000  30.5099913743  114.3560414897  32.4943899214  -2268148.0219654404  5010318.8297844520  3219225.3803834687    2.6217    1.2364    3.2414  
496186.000000  30.5099914168  114.3560413922  32.5030430583  -2268148.0155260195  5010318.8382530706  3219225.3888421552    2.6217    1.2352    3.2383  
496187.000000  30.5099913431  114.3560413445  32.5198107017  -2268148.0190279945  5010318.8570834585  3219225.3903077906    2.6216    1.2344    3.2363  
496188.000000  30.5099913330  114.3560412967  32.5359577890  -2268148.0208177958  5010318.8721676236  3219225.3975408631    2.6216    1.2379    3.2454  
496189.000000  30.5099901891  114.3560522806  37.1573194126  -2268150.6498628496  5010322.1231411556  3219227.6345012691    2.0954    1.6672    3.4934  
496190.000000  30.5099913164  114.3560411863  32.5574366320  -2268148.0191771337  5010318.8942487966  3219225.4068596913    2.6216    1.2401    3.2511  
496191.000000  30.5099913341  114.3560411207  32.5520386202  -2268148.0111128120  5010318.8916999651  3219225.4058113336    2.6215    1.2418    3.2554  
496192.000000  30.5099913047  114.3560411026  32.5864589056  -2268148.0224452149  5010318.9209339907  3219225.4204839244    2.6215    1.2449    3.2635  
496193.000000  30.5099912885  114.3560410537  32.5990528231  -2268148.0230182433  5010318.9335886305  3219225.4253257676    2.6215    1.2434    3.2596  
496194.000000  30.5099912589  114.3560409936  32.6095578242  -2268148.0221843054  5010318.9457272086  3219225.4278355199    2.6215    1.2461    3.2666  
496195.000000  30.5099912335  114.3560409269  32.6111936457  -2268148.0175170982  5010318.9509568037  3219225.4262392246    2.6214    1.2450    3.2637  
496196.000000  30.5099912112  114.3560408461  32.6236802656  -2268148.0154062170  5010318.9651015252  3219225.4304444487    2.6214    1.2416    3.2548  
496197.000000  30.5099911611  114.3560407790  32.6367521463  -2268148.0153490128  5010318.9805825287  3219225.4322993760    2.6214    1.2414    3.2541  
496198.000000  30.5099911237  114.3560407278  32.6395981880  -2268148.0127499183  5010318.9867634838  3219225.4301687460    2.6214    1.2397    3.2496  
496199.000000  30.5099911339  114.3560406951  32.6351929940  -2268148.0080920863  5010318.9840765595  3219225.4289054195    2.6213    1.2388    3.2472  
496200.000000  30.5099899721  114.3560513718  37.0916127907  -2268150.5520860730  5010322.1186703518  3219227.5804186328    2.0970    1.6396    3.4382  
496201.000000  30.5099897892  114.3560524005  37.5391746974  -2268150.8053064914  5010322.4386045514  3219227.7901669634    2.0972    1.7264    3.6207  
496202.000000  30.5099900531  114.3560493747  36.2974611735  -2268150.0933997054  5010321.5702763805  3219227.1849718704    2.0973    1.4903    3.1257  
496203.000000  30.5099901031  114.3560490690  36.1916768542  -2268150.0279169977  5010321.4967882717  3219227.1360444818    2.0975    1.4712    3.0858  
496204.000000  30.5099900174  114.3560498091  36.5321158785  -2268150.2155879531  5010321.7390806489  3219227.3006970203    2.0976    1.5296    3.2085  
496205.000000  30.5099899937  114.3560494805  36.4157258300  -2268150.1460462296  5010321.6619576281  3219227.2393395067    2.0978    1.5089    3.1654  
496206.000000  30.5099899552  114.3560494869  36.4066962004  -2268150.1442928137  5010321.6565930052  3219227.2310743327    2.0979    1.5050    3.1574  
496207.000000  30.5099898403  114.3560505028  36.8419360304  -2268150.3904432496  5010321.9638708131  3219227.4410658525    2.0981    1.5843    3.3241  
496208.000000  30.5099898135  114.3560505083  36.8503036248  -2268150.3945155647  5010321.9715931015  3219227.4427592899    2.0982    1.5839    3.3234  
496209.000000  30.5099898224  114.3560500144  36.6444988418  -2268150.2779930527  5010321.8291635690  3219227.3391208551    2.0984    1.5447    3.2413  
496210.000000  30.5099897606  114.3560497428  36.5628662212  -2268150.2266728422  5010321.7790104225  3219227.2917789589    2.0985    1.5251    3.2005  
496211.000000  30.5099897862  114.3560494128  36.4434222886  -2268150.1547874077  5010321.6970108282  3219227.2335853791    2.0987    1.5060    3.1606  
496212.000000  30.5099897034  114.3560497852  36.5939748846  -2268150.2427591756  5010321.8046824243  3219227.3021083111    2.0988    1.5303    3.2118  
496213.000000  30.5099896312  114.3560495938  36.5285953535  -2268150.2044743653  5010321.7646475118  3219227.2620151904    2.0990    1.5178    3.1858  
496214.000000  30.5099895560  114.3560497758  36.6051021134  -2268150.2493175082  5010321.8213424627  3219227.2936802418    2.0991    1.5316    3.2150  
496215.000000  30.5099894834  114.3560497037  36.5895044431  -2268150.2391560054  5010321.8156778198  3219227.2788261129    2.0992    1.5247    3.2006  
496216.000000  30.5099894862  114.3560491744  36.3769836286  -2268150.1172948871  5010321.6696853880  3219227.1712033213    2.0994    1.4859    3.1195  
496217.000000  30.5099895530  114.3560485263  36.1223662812  -2268149.9686054606  5010321.4920793874  3219227.0483113774    2.0995    1.4396    3.0225  
496218.000000  30.5099895025  114.3560486723  36.1932557737  -2268150.0077330042  5010321.5445273938  3219227.0794776641    2.0997    1.4504    3.0453  
496219.000000  30.5099894818  114.3560483775  36.0870874058  -2268149.9447144796  5010321.4739314560  3219227.0235980926    2.0998    1.4288    3.0002  
496220.000000  30.5099894359  114.3560482008  36.0199163631  -2268149.9064593897  5010321.4305574698  3219226.9851174657    2.1000    1.4175    2.9767  
496221.000000  30.5099893532  114.3560480702  35.9872021908  -2268149.8853320652  5010321.4142965004  3219226.9606046113    2.1001    1.4109    2.9630  
496222.000000  30.5099893117  114.3560481879  36.0491776476  -2268149.9186077737  5010321.4604031350  3219226.9881116822    2.1002    1.4211    2.9846  
496223.000000  30.5099892250  114.3560482301  36.1106730513  -2268149.9461605670  5010321.5114445491  3219227.0110494071    2.1004    1.4277    2.9988  
496224.000000  30.5099891880  114.3560480465  36.0507187340  -2268149.9096594634  5010321.4735585256  3219226.9770719809    2.1005    1.4154    2.9730  
496225.000000  30.5099890964  114.3560483329  36.1817362001  -2268149.9833815177  5010321.5697445897  3219227.0348450853    2.1007    1.4341    3.0127  
496226.000000  30.5099890508  114.3560484095  36.2204291383  -2268150.0048891660  5010321.5994200679  3219227.0501299896    2.1008    1.4393    3.0237  
496227.000000  30.5099889823  114.3560483699  36.2186252959  -2268150.0023743217  5010321.6030863887  3219227.0426689782    2.1010    1.4390    3.0232  
496228.000000  30.5099888821  114.3560483535  36.2061341070  -2268149.9988276814  5010321.5990668871  3219227.0267610135    2.1011    1.4363    3.0178  
496229.000000  30.5099888616  114.3560481570  36.1552437423  -2268149.9640430259  5010321.5679520294  3219226.9989677900    2.1012    1.4250    2.9943  
496230.000000  30.5099887709  114.3560481092  36.1528475573  -2268149.9611169035  5010321.5726134349  3219226.9890895113    2.1014    1.4220    2.9882  
496231.000000  30.5099887225  114.3560479790  36.1197383236  -2268149.9390893094  5010321.5542618567  3219226.9676605361    2.1015    1.4139    2.9713  
496232.000000  30.5099886674  114.3560480951  36.1999342665  -2268149.9790102863  5010321.6154373940  3219227.0031101899    2.1017    1.4235    2.9918  
496233.000000  30.5099886039  114.3560480596  36.1801664066  -2268149.9703616113  5010321.6045837710  3219226.9870051732    2.1018    1.4175    2.9794  
496234.000000  30.5099885603  114.3560478753  36.1238542004  -2268149.9352466078  5010321.5699193915  3219226.9542510812    2.1020    1.4037    2.9506  
496235.000000  30.5099884933  114.3560477368  36.1078425692  -2268149.9189998526  5010321.5662699230  3219226.9397249436    2.1021    1.3947    2.9318  
496236.000000  30.5099884934  114.3560477567  36.1441823114  -2268149.9336518911  5010321.5939963497  3219226.9581857524    2.1022    1.3983    2.9395  
496237.000000  30.5099884697  114.3560477318  36.1456854735  -2268149.9325596369  5010321.5973807154  3219226.9566788808    2.1024    1.3962    2.9354  
496238.000000  30.5099883379  114.3560475691  36.0809474597  -2268149.8983877930  5010321.5597663848  3219226.9112288030    2.1025    1.3802    2.9019  
496239.000000  30.5099882515  114.3560477187  36.1575419586  -2268149.9406931130  5010321.6183901234  3219226.9418609422    2.1027    1.3921    2.9270  
496240.000000  30.5099881607  114.3560477497  36.1954008853  -2268149.9589613485  5010321.6515316172  3219226.9524118700    2.1028    1.3953    2.9341  
496241.000000  30.5099881092  114.3560478835  36.2554051979  -2268149.9931750074  5010321.6959702848  3219226.9779585390    2.1029    1.4072    2.9593  
496242.000000  30.5099880154  114.3560478357  36.2566776332  -2268149.9916224512  5010321.7036725236  3219226.9696441051    2.1031    1.4045    2.9537  
496243.000000  30.5099888502  114.3560391273  32.6931963768  -2268147.9446070115  5010319.2087614760  3219225.2402323382    2.6195    1.1184    2.9298  
496244.000000  30.5099888271  114.3560390603  32.7033922337  -2268147.9429099946  5010319.2205964793  3219225.2432065001    2.6194    1.1162    2.9238  
496245.000000  30.5099874685  114.3560515562  37.8563286103  -2268150.8980300501  5010322.8399396250  3219227.7295303210    2.1035    1.7192    3.6162  
496246.000000  30.5099877852  114.3560479904  36.4234160781  -2268150.0697365035  5010321.8402204132  3219227.0323059284    2.1036    1.4242    2.9960  
496247.000000  30.5099874859  114.3560498710  37.2209699461  -2268150.5245107058  5010322.4070887957  3219227.4086314547    2.1038    1.5791    3.3220  
496248.000000  30.5099875765  114.3560485084  36.7030324005  -2268150.2192325918  5010322.0498754438  3219227.1543277339    2.1039    1.4759    3.1052  
496249.000000  30.5099876762  114.3560471976  36.1975577883  -2268149.9226940698  5010321.6999216350  3219226.9072330897    2.1040    1.3791    2.9016  
496250.000000  30.5099876663  114.3560467937  36.0594782559  -2268149.8385413992  5010321.6080495864  3219226.8361803121    2.1042    1.3528    2.8466  
496251.000000  30.5099874851  114.3560483081  36.7051926535  -2268150.2046017554  5010322.0641864091  3219227.1466980451    2.1043    1.4717    3.0970  
496252.000000  30.5099874319  114.3560478883  36.5474550826  -2268150.1130785313  5010321.9597320221  3219227.0615345971    2.1044    1.4395    3.0294  
496253.000000  30.5099874911  114.3560469968  36.2277719351  -2268149.9201645437  5010321.7410807246  3219226.9048864110    2.1046    1.3764    2.8967  
496254.000000  30.5099873239  114.3560478764  36.6088972082  -2268150.1363836704  5010322.0139604900  3219227.0824130420    2.1047    1.4478    3.0473  
496255.000000  30.5099872446  114.3560481938  36.7629430722  -2268150.2207092545  5010322.1263680393  3219227.1530469069    2.1049    1.4759    3.1065  
496256.000000  30.5099871675  114.3560484086  36.8542281240  -2268150.2737196805  5010322.1934640985  3219227.1920254328    2.1050    1.4928    3.1423  
496257.000000  30.5099870898  114.3560485647  36.9461019840  -2268150.3218167885  5010322.2633774700  3219227.2312468728    2.1051    1.5108    3.1804  
496258.000000  30.5099869848  114.3560489097  37.1041616062  -2268150.4105775715  5010322.3791581215  3219227.3014680562    2.1053    1.5425    3.2473  
496259.000000  30.5099869422  114.3560488184  37.0876442986  -2268150.3977184729  5010322.3719945773  3219227.2890076465    2.1054    1.5374    3.2369  
496260.000000  30.5099868586  114.3560493086  37.3102861326  -2268150.5216236897  5010322.5316208946  3219227.3940579928    2.1055    1.5832    3.3336  
496261.000000  30.5099867525  114.3560492928  37.3068642160  -2268150.5214880812  5010322.5349999545  3219227.3821888347    2.1057    1.5806    3.3283  
496262.000000  30.5099866883  114.3560493274  37.3543070853  -2268150.5428663860  5010322.5741554592  3219227.4001433980    2.1058    1.5892    3.3465  
496263.000000  30.5099866122  114.3560496128  37.4944966678  -2268150.6194013492  5010322.6767912386  3219227.4640433467    2.1059    1.6189    3.4092  
496264.000000  30.5099865160  114.3560496297  37.4962944668  -2268150.6237532599  5010322.6824655505  3219227.4557665875    2.1061    1.6211    3.4141  
496265.000000  30.5099864637  114.3560498320  37.5790566588  -2268150.6720604394  5010322.7420954257  3219227.4927914771    2.1062    1.6377    3.4493  
496266.000000  30.5099864156  114.3560500734  37.6924791392  -2268150.7345861751  5010322.8240272459  3219227.5457796650    2.1063    1.6627    3.5022  
496267.000000  30.5099863493  114.3560501957  37.7460963577  -2268150.7658678917  5010322.8646640042  3219227.5666750916    2.1065    1.6718    3.5217  
